,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
391,391.0,1137.98,1140.79,1137.58,1140.63,9240.16,1866.97
392,392.0,1140.58,1164.86,1140.17,1164.7,13588.33,1968.94
393,393.0,1164.76,1164.92,1159.74,1160.14,10773.97,1527.54
394,394.0,1160.15,1163.96,1159.75,1163.8,21499.27,2224.61
395,395.0,1164.14,1171.17,1163.74,1171.01,6265.42,1489.88
396,396.0,1171.05,1177.07,1170.65,1176.91,5062.73,2401.1
397,397.0,1176.99,1179.15,1176.59,1178.99,11335.65,1597.21
398,398.0,1178.91,1200.95,1178.5,1200.79,15512.41,1580.27
399,399.0,1200.8,1203.3,1200.4,1203.14,7719.01,1815.06
400,400.0,1203.16,1205.94,1202.76,1205.78,12091.21,2239.24
401,401.0,1205.85,1206.01,1204.4,1204.8,17480.76,2320.87
402,402.0,1204.71,1204.88,1201.9,1202.3,5391.66,2350.81
403,403.0,1202.23,1204.53,1201.82,1204.37,6368.68,2686.92
404,404.0,1204.79,1211.62,1204.39,1211.46,11379.74,2114.36
405,405.0,1210.92,1212.19,1210.51,1212.03,12155.03,2248.79
406,406.0,1211.69,1211.85,1209.68,1210.09,5367.59,1942.64
407,407.0,1210.16,1216.27,1209.76,1216.11,6355.98,2627.43
408,408.0,1216.19,1216.36,1214.19,1214.59,12431.75,2957.08
409,409.0,1214.82,1217.25,1214.42,1217.09,13547.16,2228.72
410,410.0,1217.2,1232.07,1216.8,1231.91,20255.65,2285.37
411,411.0,1232.13,1240.36,1231.73,1240.2,1837.02,2183.51
412,412.0,1240.37,1240.72,1239.96,1240.56,20348.56,1922.16
413,413.0,1240.49,1247.35,1240.09,1247.19,16558.04,2506.64
414,414.0,1247.34,1247.5,1236.0,1236.4,7441.42,2428.73
415,415.0,1236.29,1239.55,1235.89,1239.38,9567.73,1587.15
416,416.0,1238.94,1239.1,1212.3,1212.71,9206.66,2144.01
417,417.0,1213.13,1213.29,1189.73,1190.13,-453.59,2011.49
418,418.0,1190.36,1190.52,1181.5,1181.91,15926.7,1882.61
419,419.0,1182.01,1182.17,1179.39,1179.79,17452.17,2372.11
420,420.0,1180.04,1180.2,1175.27,1175.67,3884.97,2060.2
421,421.0,1175.56,1175.72,1173.63,1174.04,12459.76,2246.64
422,422.0,1173.95,1179.65,1173.55,1179.49,17468.15,2271.82
423,423.0,1179.48,1188.25,1179.07,1188.09,7239.87,2317.21
424,424.0,1188.08,1188.24,1183.61,1184.01,9369.52,1860.78
425,425.0,1184.4,1195.14,1184.0,1194.98,13363.58,2110.99
426,426.0,1194.95,1195.11,1193.91,1194.32,9373.05,1496.6
427,427.0,1194.42,1213.52,1194.01,1213.36,5486.73,1317.3
428,428.0,1213.84,1219.82,1213.44,1219.66,14689.89,2386.79
429,429.0,1219.63,1235.05,1219.23,1234.89,6064.49,1769.76
430,430.0,1235.15,1235.31,1228.18,1228.58,10103.45,2320.38
431,431.0,1228.55,1235.85,1228.15,1235.69,11813.22,2493.75
432,432.0,1235.63,1235.8,1219.72,1220.12,4123.62,1842.52
433,433.0,1220.02,1220.18,1205.8,1206.21,11982.46,2604.05
434,434.0,1205.67,1205.83,1200.05,1200.46,-1289.68,2503.74
435,435.0,1200.68,1200.84,1198.66,1199.07,13490.19,2126.51
436,436.0,1199.32,1207.69,1198.91,1207.53,1551.11,2355.09
437,437.0,1207.29,1211.34,1206.88,1211.18,14215.24,2335.85
438,438.0,1210.93,1211.73,1210.53,1211.57,9286.01,2322.31
439,439.0,1211.84,1217.1,1211.44,1216.94,6532.57,2153.87
440,440.0,1217.09,1227.18,1216.69,1227.02,13444.69,2092.22
441,441.0,1226.91,1227.07,1222.4,1222.8,8252.02,1090.81
442,442.0,1223.05,1223.92,1222.65,1223.76,6810.62,2525.93
443,443.0,1223.4,1223.56,1221.93,1222.34,18648.8,1683.98
444,444.0,1222.29,1234.36,1221.89,1234.2,7970.39,2381.08
445,445.0,1234.39,1239.99,1233.99,1239.83,4288.34,1361.32
446,446.0,1240.01,1240.17,1230.11,1230.51,7525.72,2111.24
447,447.0,1230.75,1235.95,1230.35,1235.79,16437.35,2177.28
448,448.0,1235.7,1235.86,1231.8,1232.21,7597.23,2369.22
449,449.0,1232.4,1232.56,1226.76,1227.16,10895.23,2392.8
450,450.0,1227.5,1242.07,1227.1,1241.9,4567.38,1796.28
451,451.0,1242.35,1242.51,1238.84,1239.25,10331.77,2320.34
452,452.0,1239.13,1239.29,1237.1,1237.5,7646.95,1202.42
453,453.0,1237.37,1237.53,1236.95,1237.35,11188.5,2150.69
454,454.0,1237.4,1252.8,1237.0,1252.64,13563.68,1860.2
455,455.0,1252.35,1254.61,1251.95,1254.45,3738.55,1948.69
456,456.0,1254.63,1254.79,1251.51,1251.91,8739.61,3368.79
457,457.0,1251.93,1263.87,1251.53,1263.71,8399.94,2083.75
458,458.0,1263.43,1266.02,1263.03,1265.86,8623.45,2448.0
459,459.0,1266.16,1272.42,1265.75,1272.26,17451.76,2217.07
460,460.0,1272.35,1302.85,1271.95,1302.69,10836.0,1705.4
461,461.0,1302.58,1311.44,1302.18,1311.28,9539.55,2646.69
462,462.0,1311.36,1329.45,1310.96,1329.28,13716.35,1951.99
463,463.0,1329.34,1344.17,1328.94,1344.0,15525.86,2137.43
464,464.0,1344.02,1360.01,1343.62,1359.85,2405.1,1749.05
465,465.0,1359.66,1363.88,1359.25,1363.71,5734.02,1730.15
466,466.0,1363.8,1363.96,1351.48,1351.88,14814.35,2011.34
467,467.0,1351.82,1351.98,1343.74,1344.15,21647.13,2402.15
468,468.0,1343.89,1345.65,1343.49,1345.49,9978.47,1495.18
469,469.0,1345.39,1345.55,1335.46,1335.86,12641.3,2321.13
470,470.0,1335.66,1337.83,1335.26,1337.66,16022.15,2175.47
471,471.0,1337.68,1345.9,1337.28,1345.74,10280.89,1432.13
472,472.0,1346.27,1346.78,1345.86,1346.62,9165.79,2121.49
473,473.0,1346.97,1347.13,1342.34,1342.74,11014.56,1927.41
474,474.0,1342.68,1353.38,1342.27,1353.22,8362.9,1599.79
475,475.0,1353.08,1353.24,1348.55,1348.95,17501.74,2377.95
476,476.0,1349.12,1358.22,1348.72,1358.06,9910.89,1836.21
477,477.0,1358.0,1358.16,1343.95,1344.36,16615.0,1786.15
478,478.0,1344.54,1366.07,1344.14,1365.91,8090.56,2211.6
479,479.0,1366.09,1366.25,1365.58,1365.98,3077.49,1335.61
480,480.0,1365.84,1384.85,1365.44,1384.69,10130.31,2505.49
481,481.0,1384.52,1384.68,1381.11,1381.51,2627.27,2352.8
482,482.0,1381.24,1381.4,1370.56,1370.96,5906.79,1667.82
483,483.0,1370.88,1371.04,1362.74,1363.14,1229.26,1919.65
484,484.0,1363.21,1363.37,1351.41,1351.81,9413.8,2156.37
485,485.0,1351.95,1355.56,1351.55,1355.4,1947.65,1939.11
486,486.0,1355.64,1355.8,1350.82,1351.22,8530.88,2091.33
487,487.0,1350.96,1351.12,1332.05,1332.46,11481.65,2655.95
488,488.0,1333.0,1356.93,1332.6,1356.77,9405.59,2384.95
489,489.0,1356.84,1357.0,1349.45,1349.85,12755.16,2228.19
490,490.0,1349.56,1352.24,1349.16,1352.08,11606.22,1956.83
491,491.0,1351.97,1358.13,1351.57,1357.97,12395.12,1979.8
492,492.0,1357.95,1358.11,1356.29,1356.7,14176.41,2028.53
493,493.0,1356.48,1359.18,1356.07,1359.02,11599.95,1309.08
494,494.0,1359.17,1384.82,1358.77,1384.66,12211.6,2275.02
495,495.0,1384.65,1384.81,1382.61,1383.01,6037.1,1971.76
496,496.0,1382.67,1388.53,1382.26,1388.37,2728.97,1622.08
497,497.0,1388.11,1388.28,1378.7,1379.1,12719.25,2388.36
498,498.0,1379.05,1379.21,1376.23,1376.64,11211.4,2072.17
499,499.0,1376.51,1378.25,1376.1,1378.09,9420.91,2248.29
500,500.0,1378.01,1378.17,1370.51,1370.92,4991.46,2168.84
501,501.0,1371.05,1389.98,1370.65,1389.82,12450.75,2185.44
502,502.0,1390.08,1405.59,1389.67,1405.43,14673.38,2556.76
503,503.0,1405.56,1410.42,1405.15,1410.26,14882.03,2211.75
504,504.0,1410.23,1410.39,1404.39,1404.8,11749.93,2294.28
505,505.0,1404.77,1404.93,1400.92,1401.32,16810.01,1371.81
506,506.0,1401.7,1407.28,1401.29,1407.12,128.89,1456.58
507,507.0,1406.73,1406.89,1386.18,1386.59,17443.41,1536.44
508,508.0,1386.61,1387.78,1386.21,1387.61,6954.29,2372.06
509,509.0,1387.8,1402.03,1387.4,1401.87,14363.04,1034.5
510,510.0,1401.86,1408.29,1401.46,1408.13,9301.35,1517.77
511,511.0,1407.94,1408.1,1407.29,1407.7,1921.02,1859.61
512,512.0,1407.6,1423.92,1407.2,1423.76,10802.22,2502.69
513,513.0,1423.68,1435.37,1423.28,1435.21,14234.0,2214.66
514,514.0,1434.96,1435.12,1417.39,1417.8,6540.82,1874.8
515,515.0,1417.76,1422.55,1417.35,1422.39,8362.14,1547.6
516,516.0,1422.74,1422.9,1411.71,1412.11,17451.4,1281.77
517,517.0,1412.75,1419.91,1412.34,1419.75,13208.17,2205.71
518,518.0,1419.45,1419.61,1402.87,1403.27,9409.27,2461.2
519,519.0,1403.45,1403.61,1400.0,1400.41,10995.35,2308.57
520,520.0,1400.4,1400.56,1393.73,1394.13,10409.07,1676.86
521,521.0,1394.3,1394.46,1378.63,1379.04,13484.83,1806.9
522,522.0,1379.14,1391.26,1378.74,1391.1,-713.5,2062.86
523,523.0,1390.82,1400.38,1390.41,1400.22,13180.98,2305.68
524,524.0,1400.28,1402.35,1399.88,1402.19,9454.79,2179.7
525,525.0,1402.37,1405.69,1401.97,1405.53,7550.56,2145.38
526,526.0,1405.57,1409.86,1405.17,1409.7,5479.42,2353.76
527,527.0,1409.72,1413.01,1409.32,1412.85,6853.6,2183.47
528,528.0,1412.6,1412.76,1395.64,1396.04,6987.56,1494.65
529,529.0,1396.29,1396.46,1369.24,1369.65,5988.96,1471.17
530,530.0,1369.94,1370.1,1360.92,1361.33,10577.04,1752.38
531,531.0,1361.18,1361.35,1357.84,1358.24,12717.11,1914.78
532,532.0,1358.06,1360.63,1357.66,1360.47,2623.03,2069.62
533,533.0,1360.04,1362.83,1359.63,1362.67,16298.96,1747.13
534,534.0,1362.41,1362.58,1360.78,1361.18,1120.24,1718.87
535,535.0,1360.99,1380.11,1360.59,1379.95,6842.29,2327.74
536,536.0,1380.25,1380.41,1375.41,1375.81,7857.9,2197.04
537,537.0,1375.75,1375.92,1366.44,1366.84,7535.4,2103.81
538,538.0,1367.15,1377.39,1366.75,1377.23,8657.12,2543.83
539,539.0,1377.33,1377.49,1372.39,1372.8,14607.51,1671.39
540,540.0,1372.75,1387.71,1372.35,1387.55,9633.01,2356.91
541,541.0,1387.68,1394.97,1387.28,1394.81,7554.3,1605.73
542,542.0,1394.61,1394.77,1393.26,1393.66,21246.31,1543.38
543,543.0,1393.82,1397.92,1393.42,1397.76,10444.62,2001.12
544,544.0,1397.91,1400.0,1397.51,1399.84,6945.66,2423.56
545,545.0,1399.48,1400.15,1399.08,1399.99,10515.07,1576.43
546,546.0,1399.9,1402.37,1399.49,1402.21,14088.37,2188.35
547,547.0,1402.26,1402.42,1397.91,1398.31,14369.35,2590.92
548,548.0,1398.36,1398.52,1381.96,1382.36,8556.68,1885.26
549,549.0,1382.44,1382.6,1361.24,1361.64,4529.72,1709.42
550,550.0,1361.82,1361.98,1349.09,1349.49,7794.73,2214.09
551,551.0,1349.44,1353.39,1349.04,1353.23,13743.32,1762.51
552,552.0,1353.08,1356.49,1352.68,1356.33,2456.3,1953.38
553,553.0,1356.21,1356.37,1348.15,1348.56,4256.69,2237.86
554,554.0,1348.69,1348.85,1343.75,1344.15,15715.84,1600.22
555,555.0,1344.14,1344.3,1339.41,1339.81,15685.23,1070.66
556,556.0,1339.73,1346.05,1339.33,1345.89,4029.13,1449.53
557,557.0,1346.2,1346.36,1332.89,1333.29,8674.94,2089.44
558,558.0,1333.29,1333.45,1310.96,1311.36,6873.7,2220.41
559,559.0,1311.2,1317.92,1310.8,1317.76,12755.58,1714.87
560,560.0,1317.82,1317.98,1313.71,1314.11,19574.54,2263.45
561,561.0,1314.45,1314.61,1305.55,1305.95,9732.21,2233.98
562,562.0,1305.96,1306.12,1294.93,1295.33,9802.36,2016.44
563,563.0,1295.27,1295.43,1293.74,1294.15,21041.05,1573.73
564,564.0,1294.49,1294.65,1291.16,1291.56,5645.48,1863.78
565,565.0,1291.31,1291.47,1289.15,1289.55,5869.26,2147.25
566,566.0,1289.52,1289.68,1270.07,1270.48,17643.72,2085.98
567,567.0,1270.16,1276.21,1269.76,1276.05,21373.11,2573.01
568,568.0,1275.9,1289.8,1275.5,1289.64,5882.56,2988.14
569,569.0,1289.4,1294.98,1289.0,1294.82,6858.27,1653.83
570,570.0,1294.85,1295.01,1275.76,1276.16,9195.74,2356.7
571,571.0,1276.27,1276.44,1270.22,1270.63,12306.74,1750.92
572,572.0,1270.53,1270.7,1264.12,1264.53,13039.91,2123.88
573,573.0,1264.89,1265.05,1258.6,1259.0,16645.3,2455.85
574,574.0,1259.19,1259.84,1258.79,1259.68,3649.62,2250.1
575,575.0,1259.64,1262.01,1259.24,1261.85,10769.73,2096.78
576,576.0,1261.83,1261.99,1257.15,1257.55,-423.27,2072.78
577,577.0,1257.52,1257.68,1235.14,1235.55,15537.64,2085.03
578,578.0,1235.6,1245.62,1235.19,1245.46,8392.28,2495.81
579,579.0,1245.59,1248.46,1245.19,1248.3,11121.21,2346.24
580,580.0,1248.5,1273.97,1248.09,1273.8,9979.05,1783.63
581,581.0,1274.03,1274.19,1253.96,1254.36,7186.73,1561.69
582,582.0,1254.67,1265.62,1254.27,1265.46,9514.1,2328.43
583,583.0,1265.63,1277.08,1265.23,1276.92,10746.75,1777.46
584,584.0,1276.86,1277.02,1276.2,1276.6,2546.2,2161.05
585,585.0,1276.6,1289.62,1276.2,1289.46,7283.36,2252.85
586,586.0,1289.17,1289.33,1273.47,1273.87,8321.48,1672.15
587,587.0,1274.11,1274.27,1272.86,1273.26,9489.36,1586.73
588,588.0,1273.22,1273.38,1262.79,1263.19,5926.74,1850.48
589,589.0,1263.18,1273.96,1262.78,1273.8,9543.72,2523.48
590,590.0,1273.77,1273.93,1272.04,1272.45,3311.77,2122.62
591,591.0,1272.63,1272.79,1270.9,1271.3,5435.19,2106.62
592,592.0,1271.23,1271.4,1263.07,1263.48,14611.48,1761.21
593,593.0,1263.32,1263.48,1258.97,1259.37,13419.6,2878.63
594,594.0,1259.28,1259.44,1242.55,1242.95,4382.03,2172.9
595,595.0,1243.17,1251.43,1242.77,1251.27,6148.69,2044.38
596,596.0,1251.14,1251.3,1232.28,1232.68,-7537.17,1662.46
597,597.0,1232.69,1257.02,1232.29,1256.86,17710.66,2138.9
598,598.0,1256.99,1257.15,1238.88,1239.28,7668.09,2153.19
599,599.0,1239.13,1246.72,1238.73,1246.56,21293.04,2390.68
600,600.0,1246.31,1256.25,1245.9,1256.09,12033.18,2163.16
601,601.0,1255.82,1255.98,1242.14,1242.55,12304.84,2048.25
602,602.0,1242.37,1247.06,1241.96,1246.89,12653.56,1641.49
603,603.0,1247.04,1250.53,1246.64,1250.36,13040.65,1913.55
604,604.0,1250.44,1253.31,1250.04,1253.15,2829.09,2476.04
605,605.0,1253.16,1255.72,1252.75,1255.56,12090.22,2152.43
606,606.0,1255.39,1255.55,1252.98,1253.38,10306.53,1484.37
607,607.0,1253.72,1253.88,1245.57,1245.98,16337.27,2050.01
608,608.0,1245.92,1247.37,1245.52,1247.21,11991.09,1965.96
609,609.0,1247.35,1253.26,1246.95,1253.1,7055.36,2580.93
610,610.0,1253.1,1267.43,1252.69,1267.27,9624.63,2461.59
611,611.0,1267.01,1267.18,1249.01,1249.41,9736.02,2903.18
612,612.0,1249.44,1249.6,1242.52,1242.93,11173.49,1649.7
613,613.0,1242.71,1242.87,1229.15,1229.56,13051.29,2026.25
614,614.0,1229.7,1229.86,1223.44,1223.85,3663.29,1476.49
615,615.0,1223.77,1224.76,1223.37,1224.6,12551.88,1719.25
616,616.0,1224.85,1225.01,1208.82,1209.23,12467.41,2375.97
617,617.0,1208.97,1209.13,1198.87,1199.27,12677.26,2245.29
618,618.0,1199.47,1203.76,1199.07,1203.6,8623.76,1754.04
619,619.0,1203.83,1218.13,1203.43,1217.97,11863.96,2478.04
620,620.0,1217.84,1218.5,1217.44,1218.34,11628.51,1524.75
621,621.0,1218.51,1218.67,1214.34,1214.74,6993.16,2303.41
622,622.0,1214.9,1215.06,1211.17,1211.57,2505.19,2111.22
623,623.0,1211.75,1211.91,1196.61,1197.02,12922.09,2292.25
624,624.0,1197.15,1197.31,1188.01,1188.41,9221.05,1943.12
625,625.0,1188.51,1188.67,1175.32,1175.72,12045.96,2092.18
626,626.0,1175.94,1184.46,1175.54,1184.3,7694.17,1741.02
627,627.0,1183.97,1184.13,1183.16,1183.57,11384.8,1909.46
628,628.0,1184.01,1188.97,1183.61,1188.81,10820.76,2379.55
629,629.0,1188.78,1188.94,1172.46,1172.86,12776.82,2030.43
630,630.0,1172.59,1178.12,1172.19,1177.96,1869.82,1021.39
631,631.0,1178.12,1187.59,1177.72,1187.43,11979.43,1879.27
632,632.0,1187.42,1190.7,1187.02,1190.53,5084.38,2162.0
633,633.0,1190.18,1190.5,1189.78,1190.34,21802.02,1981.2
634,634.0,1190.2,1193.92,1189.79,1193.76,13131.59,1632.52
635,635.0,1193.96,1199.36,1193.56,1199.2,18975.05,1863.31
636,636.0,1198.8,1220.35,1198.4,1220.19,-117.78,2414.51
637,637.0,1220.52,1222.92,1220.11,1222.76,11184.58,1490.33
638,638.0,1222.94,1257.15,1222.53,1256.99,2731.65,2414.97
639,639.0,1256.96,1257.91,1256.56,1257.75,14349.1,1480.28
640,640.0,1258.18,1258.34,1255.42,1255.83,11069.3,2172.78
641,641.0,1255.79,1266.75,1255.39,1266.59,2386.75,1457.45
642,642.0,1266.44,1266.6,1260.27,1260.67,15222.82,1660.51
643,643.0,1260.66,1260.83,1257.11,1257.51,7025.84,2026.9
644,644.0,1257.36,1257.52,1255.6,1256.0,13607.54,1649.04
645,645.0,1255.98,1256.14,1249.95,1250.35,11714.86,1852.84
646,646.0,1250.0,1250.16,1248.21,1248.62,14139.78,2310.77
647,647.0,1248.58,1248.74,1229.88,1230.28,12797.51,2253.67
648,648.0,1230.48,1236.22,1230.07,1236.06,10960.58,2304.87
649,649.0,1236.27,1236.43,1228.25,1228.66,14663.67,2358.29
650,650.0,1228.78,1228.94,1227.25,1227.65,7280.98,2489.52
651,651.0,1228.02,1229.07,1227.61,1228.91,4186.23,3179.34
652,652.0,1229.14,1229.3,1214.52,1214.92,516.81,1889.82
653,653.0,1214.82,1214.99,1210.17,1210.57,4145.53,1811.6
654,654.0,1210.58,1217.74,1210.17,1217.58,9604.87,1410.84
655,655.0,1217.52,1222.75,1217.12,1222.58,16303.45,2037.46
656,656.0,1222.52,1234.82,1222.11,1234.66,11608.04,2392.58
657,657.0,1234.71,1237.34,1234.31,1237.18,11279.89,2867.03
658,658.0,1237.13,1237.3,1233.32,1233.72,11755.81,2341.61
659,659.0,1233.77,1233.93,1227.58,1227.98,13647.79,2820.01
660,660.0,1227.91,1228.07,1220.23,1220.63,13518.02,1900.03
661,661.0,1220.66,1236.08,1220.26,1235.92,9479.21,1582.49
662,662.0,1235.99,1236.15,1226.7,1227.11,9514.28,2395.33
663,663.0,1226.93,1227.09,1219.14,1219.54,6496.05,1720.33
664,664.0,1219.5,1219.66,1213.2,1213.6,9890.86,2112.1
665,665.0,1213.68,1213.84,1210.75,1211.16,12720.93,1979.43
666,666.0,1211.2,1211.51,1210.79,1211.35,-834.91,2084.74
667,667.0,1211.2,1211.36,1210.42,1210.82,19366.53,1561.94
668,668.0,1211.17,1211.33,1193.74,1194.14,15079.17,1718.77
669,669.0,1194.64,1194.8,1193.15,1193.55,10601.76,2812.44
670,670.0,1193.53,1194.68,1193.12,1194.52,8971.31,1480.39
671,671.0,1194.55,1202.18,1194.14,1202.02,10923.69,1677.82
672,672.0,1201.79,1201.95,1193.53,1193.94,4639.08,1638.52
673,673.0,1193.6,1210.24,1193.19,1210.08,16731.18,2320.94
674,674.0,1209.99,1225.45,1209.59,1225.29,3273.02,1429.95
675,675.0,1225.13,1225.29,1223.12,1223.52,16105.19,2324.46
676,676.0,1223.51,1240.88,1223.11,1240.72,11570.44,2601.65
677,677.0,1240.69,1251.18,1240.29,1251.01,9992.79,1938.41
678,678.0,1250.93,1252.44,1250.52,1252.28,4643.0,2653.48
679,679.0,1252.63,1261.84,1252.23,1261.68,13730.73,2189.67
680,680.0,1261.76,1270.89,1261.36,1270.72,8063.34,1831.94
681,681.0,1270.98,1272.46,1270.57,1272.3,7890.38,2246.63
682,682.0,1272.05,1272.21,1268.62,1269.03,-328.69,1817.03
683,683.0,1268.61,1268.77,1251.99,1252.39,7543.32,2469.79
684,684.0,1252.31,1270.0,1251.91,1269.84,20825.33,2465.66
685,685.0,1269.85,1282.68,1269.44,1282.52,13069.49,2502.08
686,686.0,1282.53,1282.69,1281.65,1282.05,6982.44,1497.25
687,687.0,1281.76,1281.92,1274.26,1274.66,3971.74,2017.23
688,688.0,1274.72,1274.88,1258.41,1258.82,4759.07,1992.39
689,689.0,1258.62,1258.78,1238.03,1238.43,8990.87,1164.04
690,690.0,1238.37,1244.03,1237.96,1243.87,7903.31,1751.1
691,691.0,1243.79,1244.71,1243.39,1244.55,13502.42,1278.83
692,692.0,1244.95,1254.23,1244.55,1254.07,5559.63,1363.44
693,693.0,1254.08,1258.65,1253.67,1258.49,8137.71,1687.14
694,694.0,1258.93,1259.09,1254.46,1254.86,10176.18,2578.23
695,695.0,1255.08,1255.25,1239.72,1240.12,5010.75,1470.92
696,696.0,1239.9,1240.06,1227.37,1227.77,7331.92,1755.2
697,697.0,1227.8,1227.97,1226.35,1226.75,7892.92,2056.16
698,698.0,1227.08,1227.24,1224.58,1224.98,10995.74,2366.91
699,699.0,1225.16,1228.49,1224.76,1228.32,3326.39,2352.49
700,700.0,1228.24,1238.52,1227.84,1238.36,14437.06,1776.11
701,701.0,1238.32,1241.28,1237.91,1241.12,7372.87,2448.38
702,702.0,1241.32,1241.49,1236.93,1237.33,14904.28,1574.84
703,703.0,1237.57,1242.3,1237.16,1242.14,10565.52,2023.06
704,704.0,1242.23,1242.39,1240.21,1240.62,7191.84,2005.03
705,705.0,1240.42,1262.89,1240.02,1262.73,-1207.95,1549.99
706,706.0,1262.54,1262.7,1258.56,1258.96,8404.0,1886.39
707,707.0,1259.0,1259.16,1257.96,1258.36,9086.95,1757.88
708,708.0,1258.28,1275.5,1257.88,1275.34,13400.71,1071.98
709,709.0,1275.33,1275.49,1270.48,1270.88,7886.93,1493.19
710,710.0,1271.21,1271.37,1266.3,1266.71,12459.75,1884.78
711,711.0,1266.6,1269.59,1266.19,1269.42,4866.62,2009.33
712,712.0,1269.48,1276.11,1269.08,1275.95,11095.17,2402.94
713,713.0,1276.24,1276.4,1269.8,1270.21,7555.4,1746.14
714,714.0,1270.05,1291.81,1269.65,1291.64,7419.67,1630.43
715,715.0,1291.71,1291.87,1285.57,1285.97,11829.5,1954.63
716,716.0,1285.99,1286.15,1281.46,1281.86,13298.11,2367.62
717,717.0,1281.69,1281.86,1262.1,1262.5,6829.25,1724.51
718,718.0,1262.45,1262.61,1256.18,1256.58,13310.3,1785.96
719,719.0,1256.59,1256.75,1253.44,1253.84,8858.92,1829.08
720,720.0,1253.72,1253.88,1245.41,1245.82,8026.34,2120.24
721,721.0,1245.67,1246.31,1245.27,1246.14,1693.74,1967.66
722,722.0,1246.17,1258.76,1245.77,1258.59,5733.11,2510.33
723,723.0,1258.46,1258.62,1255.3,1255.71,16079.83,2032.35
724,724.0,1255.57,1255.73,1249.59,1249.99,18021.71,1369.6
725,725.0,1250.14,1259.87,1249.73,1259.71,4370.33,2030.78
726,726.0,1259.53,1266.39,1259.12,1266.23,8681.26,2255.48
727,727.0,1265.98,1266.14,1256.14,1256.55,15856.25,2143.89
728,728.0,1256.59,1256.75,1253.56,1253.97,20930.65,1489.58
729,729.0,1253.79,1253.95,1247.64,1248.04,11570.43,2057.89
730,730.0,1247.84,1249.07,1247.43,1248.91,8140.75,1770.74
731,731.0,1248.84,1255.18,1248.44,1255.02,8717.76,2071.07
732,732.0,1255.18,1265.31,1254.78,1265.14,5238.45,1085.52
733,733.0,1265.23,1265.39,1260.79,1261.19,4918.31,1481.65
734,734.0,1261.37,1261.53,1253.44,1253.84,15132.29,2031.27
735,735.0,1253.74,1253.9,1248.06,1248.46,19685.22,2462.59
736,736.0,1248.74,1248.91,1230.9,1231.3,15783.93,1877.72
737,737.0,1231.63,1231.79,1223.81,1224.21,14089.99,2056.36
738,738.0,1224.21,1224.37,1209.66,1210.06,7125.13,1805.93
739,739.0,1210.28,1210.44,1209.19,1209.59,11916.27,2369.7
740,740.0,1209.51,1209.67,1196.74,1197.14,8054.25,2722.95
741,741.0,1197.3,1197.46,1174.0,1174.4,-595.05,2004.27
742,742.0,1174.24,1178.82,1173.84,1178.66,6500.45,2247.54
743,743.0,1178.9,1179.06,1176.73,1177.14,12986.07,1976.42
744,744.0,1177.12,1189.73,1176.72,1189.57,19936.49,1679.55
745,745.0,1189.37,1189.53,1184.7,1185.11,14213.66,2129.95
746,746.0,1185.37,1188.74,1184.96,1188.58,11585.08,1828.27
747,747.0,1188.7,1188.86,1182.5,1182.9,9014.28,1307.89
748,748.0,1182.87,1183.03,1177.74,1178.14,2309.59,1569.37
749,749.0,1178.04,1178.2,1163.73,1164.14,981.32,1400.97
750,750.0,1164.21,1164.37,1154.23,1154.63,8027.13,1520.24
751,751.0,1154.91,1155.07,1150.23,1150.63,9391.45,2552.97
752,752.0,1150.94,1151.11,1138.16,1138.56,9777.02,2345.89
753,753.0,1138.78,1138.94,1133.82,1134.23,2810.39,1913.06
754,754.0,1134.22,1150.32,1133.81,1150.16,14916.48,1504.95
755,755.0,1149.82,1152.97,1149.42,1152.81,12644.92,2258.19
756,756.0,1152.99,1153.15,1139.31,1139.71,10677.46,1561.35
757,757.0,1139.54,1139.7,1129.24,1129.65,5370.79,2540.63
758,758.0,1129.53,1129.69,1121.13,1121.53,731.85,2111.29
759,759.0,1121.76,1127.35,1121.36,1127.19,6257.49,1968.35
760,760.0,1127.29,1132.39,1126.88,1132.23,3858.3,1256.94
761,761.0,1132.28,1132.44,1117.7,1118.1,-1116.02,2273.53
762,762.0,1117.91,1118.07,1112.02,1112.43,7295.65,1931.22
763,763.0,1112.16,1112.33,1098.71,1099.11,8755.05,2004.79
764,764.0,1098.71,1119.0,1098.31,1118.84,15651.29,1395.53
765,765.0,1118.7,1118.86,1106.52,1106.92,18317.22,2240.55
766,766.0,1106.7,1106.86,1094.68,1095.08,8409.22,1513.98
767,767.0,1094.77,1106.08,1094.37,1105.92,10311.09,2090.64
768,768.0,1105.62,1105.78,1095.86,1096.27,4731.08,2068.38
769,769.0,1096.35,1096.51,1095.55,1095.95,16011.87,1955.63
770,770.0,1095.81,1095.98,1085.31,1085.71,3504.17,2156.54
771,771.0,1085.82,1085.98,1084.85,1085.25,14128.1,2122.89
772,772.0,1085.37,1085.53,1080.59,1080.99,16133.78,1601.88
773,773.0,1081.21,1081.37,1072.65,1073.05,12969.74,2209.72
774,774.0,1073.07,1073.23,1063.49,1063.9,9757.06,1886.45
775,775.0,1063.43,1063.6,1054.2,1054.61,16558.0,2234.14
776,776.0,1054.71,1057.36,1054.31,1057.2,17302.34,2613.65
777,777.0,1057.48,1057.64,1045.58,1045.98,13726.4,2190.13
